# l                Dl               -dDl             +dDl             
  3.79000000e+02   2.46298460e+03   1.43906401e+02   1.43906401e+02
  3.80000000e+02   1.77762617e+03   1.42767944e+02   1.42767944e+02
  3.81000000e+02   1.88433569e+03   1.41663982e+02   1.41663982e+02
  3.82000000e+02   1.60364570e+03   1.40593905e+02   1.40593905e+02
  3.83000000e+02   1.98029009e+03   1.39558091e+02   1.39558091e+02
  3.84000000e+02   2.01143962e+03   1.38556108e+02   1.38556108e+02
  3.85000000e+02   1.61090204e+03   1.37588242e+02   1.37588242e+02
  3.86000000e+02   1.70390106e+03   1.36654292e+02   1.36654292e+02
  3.87000000e+02   2.00223380e+03   1.35753863e+02   1.35753863e+02
  3.88000000e+02   1.80198757e+03   1.34887132e+02   1.34887132e+02
  3.89000000e+02   1.67079125e+03   1.34053463e+02   1.34053463e+02
  3.90000000e+02   1.90723652e+03   1.33252859e+02   1.33252859e+02
  3.91000000e+02   1.71882609e+03   1.32484710e+02   1.32484710e+02
  3.92000000e+02   1.94465279e+03   1.31749084e+02   1.31749084e+02
  3.93000000e+02   1.76175274e+03   1.31045501e+02   1.31045501e+02
  3.94000000e+02   1.89211225e+03   1.30373462e+02   1.30373462e+02
  3.95000000e+02   1.67400847e+03   1.29733063e+02   1.29733063e+02
  3.96000000e+02   1.73988345e+03   1.29123675e+02   1.29123675e+02
  3.97000000e+02   1.77842023e+03   1.28545318e+02   1.28545318e+02
  3.98000000e+02   1.66282057e+03   1.27997375e+02   1.27997375e+02
  3.99000000e+02   1.85624137e+03   1.27479907e+02   1.27479907e+02
  4.00000000e+02   1.75408525e+03   1.26992492e+02   1.26992492e+02
  4.01000000e+02   1.80200671e+03   1.26534571e+02   1.26534571e+02
  4.02000000e+02   1.90418979e+03   1.26106302e+02   1.26106302e+02
  4.03000000e+02   1.51944533e+03   1.25706961e+02   1.25706961e+02
  4.04000000e+02   1.59023034e+03   1.25336662e+02   1.25336662e+02
  4.05000000e+02   1.74272434e+03   1.24994580e+02   1.24994580e+02
  4.06000000e+02   1.86701210e+03   1.24680642e+02   1.24680642e+02
  4.07000000e+02   1.80536658e+03   1.24394211e+02   1.24394211e+02
  4.08000000e+02   1.73987721e+03   1.24134640e+02   1.24134640e+02
  4.09000000e+02   1.69495335e+03   1.23901895e+02   1.23901895e+02
  4.10000000e+02   1.74853818e+03   1.23695116e+02   1.23695116e+02
  4.11000000e+02   1.66359602e+03   1.23514269e+02   1.23514269e+02
  4.12000000e+02   1.62965474e+03   1.23358508e+02   1.23358508e+02
  4.13000000e+02   1.80000838e+03   1.23227791e+02   1.23227791e+02
  4.14000000e+02   1.71092069e+03   1.23121479e+02   1.23121479e+02
  4.15000000e+02   1.98676190e+03   1.23038942e+02   1.23038942e+02
  4.16000000e+02   1.72382646e+03   1.22980130e+02   1.22980130e+02
  4.17000000e+02   1.39598055e+03   1.22944212e+02   1.22944212e+02
  4.18000000e+02   1.70679798e+03   1.22931155e+02   1.22931155e+02
  4.19000000e+02   1.80700199e+03   1.22940125e+02   1.22940125e+02
  4.20000000e+02   1.83769535e+03   1.22971084e+02   1.22971084e+02
  4.21000000e+02   1.64341834e+03   1.23023382e+02   1.23023382e+02
  4.22000000e+02   1.65345921e+03   1.23096317e+02   1.23096317e+02
  4.23000000e+02   1.82549943e+03   1.23189719e+02   1.23189719e+02
  4.24000000e+02   1.80477922e+03   1.23302695e+02   1.23302695e+02
  4.25000000e+02   1.50491122e+03   1.23435076e+02   1.23435076e+02
  4.26000000e+02   1.62546747e+03   1.23586003e+02   1.23586003e+02
  4.27000000e+02   1.74691713e+03   1.23755351e+02   1.23755351e+02
  4.28000000e+02   1.79998113e+03   1.23942277e+02   1.23942277e+02
  4.29000000e+02   1.95489738e+03   1.24146651e+02   1.24146651e+02
  4.30000000e+02   1.89597863e+03   1.24367823e+02   1.24367823e+02
  4.31000000e+02   1.66323616e+03   1.24605112e+02   1.24605112e+02
  4.32000000e+02   1.95519985e+03   1.24858433e+02   1.24858433e+02
  4.33000000e+02   1.63477322e+03   1.25126916e+02   1.25126916e+02
  4.34000000e+02   1.94585701e+03   1.25410487e+02   1.25410487e+02
  4.35000000e+02   1.84765368e+03   1.25708285e+02   1.25708285e+02
  4.36000000e+02   1.54712429e+03   1.26020238e+02   1.26020238e+02
  4.37000000e+02   2.05206045e+03   1.26345671e+02   1.26345671e+02
  4.38000000e+02   1.85190897e+03   1.26683953e+02   1.26683953e+02
  4.39000000e+02   1.50134185e+03   1.27034940e+02   1.27034940e+02
  4.40000000e+02   1.72839556e+03   1.27397759e+02   1.27397759e+02
  4.41000000e+02   1.83767895e+03   1.27772273e+02   1.27772273e+02
  4.42000000e+02   2.04407853e+03   1.28157607e+02   1.28157607e+02
  4.43000000e+02   1.90500230e+03   1.28553643e+02   1.28553643e+02
  4.44000000e+02   1.85637228e+03   1.28959697e+02   1.28959697e+02
  4.45000000e+02   1.77883796e+03   1.29375092e+02   1.29375092e+02
  4.46000000e+02   1.71819501e+03   1.29799711e+02   1.29799711e+02
  4.47000000e+02   1.72559916e+03   1.30232706e+02   1.30232706e+02
  4.48000000e+02   1.78690826e+03   1.30673963e+02   1.30673963e+02
  4.49000000e+02   1.89054757e+03   1.31122649e+02   1.31122649e+02
  4.50000000e+02   2.01883818e+03   1.31578649e+02   1.31578649e+02
  4.51000000e+02   1.83217520e+03   1.32041127e+02   1.32041127e+02
  4.52000000e+02   2.17213333e+03   1.32509992e+02   1.32509992e+02
  4.53000000e+02   1.90783843e+03   1.32984596e+02   1.32984596e+02
  4.54000000e+02   2.01406322e+03   1.33464320e+02   1.33464320e+02
  4.55000000e+02   2.13752748e+03   1.33949038e+02   1.33949038e+02
  4.56000000e+02   2.25215619e+03   1.34438000e+02   1.34438000e+02
  4.57000000e+02   1.97113425e+03   1.34931120e+02   1.34931120e+02
  4.58000000e+02   1.98133466e+03   1.35427605e+02   1.35427605e+02
  4.59000000e+02   2.16517854e+03   1.35927419e+02   1.35927419e+02
  4.60000000e+02   1.95065010e+03   1.36429954e+02   1.36429954e+02
  4.61000000e+02   2.18950698e+03   1.36934645e+02   1.36934645e+02
  4.62000000e+02   2.31824673e+03   1.37441414e+02   1.37441414e+02
  4.63000000e+02   2.21308584e+03   1.37949509e+02   1.37949509e+02
  4.64000000e+02   2.11979075e+03   1.38458894e+02   1.38458894e+02
  4.65000000e+02   2.48522148e+03   1.38968813e+02   1.38968813e+02
  4.66000000e+02   2.16668088e+03   1.39479239e+02   1.39479239e+02
  4.67000000e+02   2.25211637e+03   1.39989420e+02   1.39989420e+02
  4.68000000e+02   2.33357272e+03   1.40499142e+02   1.40499142e+02
  4.69000000e+02   2.13424335e+03   1.41008206e+02   1.41008206e+02
  4.70000000e+02   1.98963982e+03   1.41515874e+02   1.41515874e+02
  4.71000000e+02   2.33601530e+03   1.42021975e+02   1.42021975e+02
  4.72000000e+02   2.13894415e+03   1.42526293e+02   1.42526293e+02
  4.73000000e+02   2.25154248e+03   1.43028094e+02   1.43028094e+02
  4.74000000e+02   2.01842969e+03   1.43527408e+02   1.43527408e+02
  4.75000000e+02   2.19605977e+03   1.44023496e+02   1.44023496e+02
  4.76000000e+02   2.30020427e+03   1.44516217e+02   1.44516217e+02
  4.77000000e+02   2.27747892e+03   1.45005313e+02   1.45005313e+02
  4.78000000e+02   2.19127703e+03   1.45490143e+02   1.45490143e+02
  4.79000000e+02   2.47898308e+03   1.45970683e+02   1.45970683e+02
  4.80000000e+02   2.31715559e+03   1.46446247e+02   1.46446247e+02
  4.81000000e+02   2.44051436e+03   1.46916650e+02   1.46916650e+02
  4.82000000e+02   2.17871972e+03   1.47381722e+02   1.47381722e+02
  4.83000000e+02   2.55308870e+03   1.47840742e+02   1.47840742e+02
  4.84000000e+02   2.20081010e+03   1.48293737e+02   1.48293737e+02
  4.85000000e+02   2.07356102e+03   1.48740052e+02   1.48740052e+02
  4.86000000e+02   2.50010525e+03   1.49179467e+02   1.49179467e+02
  4.87000000e+02   2.24499268e+03   1.49611816e+02   1.49611816e+02
  4.88000000e+02   2.45366038e+03   1.50036440e+02   1.50036440e+02
  4.89000000e+02   2.05445250e+03   1.50453168e+02   1.50453168e+02
  4.90000000e+02   2.44581367e+03   1.50861986e+02   1.50861986e+02
  4.91000000e+02   2.46398399e+03   1.51262203e+02   1.51262203e+02
  4.92000000e+02   2.51623008e+03   1.51654095e+02   1.51654095e+02
  4.93000000e+02   2.64863015e+03   1.52036925e+02   1.52036925e+02
  4.94000000e+02   2.64652182e+03   1.52410845e+02   1.52410845e+02
  4.95000000e+02   2.30633181e+03   1.52775555e+02   1.52775555e+02
  4.96000000e+02   2.07112413e+03   1.53130788e+02   1.53130788e+02
  4.97000000e+02   2.22123351e+03   1.53476228e+02   1.53476228e+02
  4.98000000e+02   2.38825361e+03   1.53812001e+02   1.53812001e+02
  4.99000000e+02   2.53314516e+03   1.54137462e+02   1.54137462e+02
  5.00000000e+02   2.55785865e+03   1.54452735e+02   1.54452735e+02
  5.01000000e+02   2.66671298e+03   1.54757298e+02   1.54757298e+02
  5.02000000e+02   2.43479317e+03   1.55051039e+02   1.55051039e+02
  5.03000000e+02   2.39078296e+03   1.55333915e+02   1.55333915e+02
  5.04000000e+02   2.76349888e+03   1.55605454e+02   1.55605454e+02
  5.05000000e+02   2.65533993e+03   1.55861051e+02   1.55861051e+02
  5.06000000e+02   2.38975227e+03   1.56110008e+02   1.56110008e+02
  5.07000000e+02   2.47295862e+03   1.56346730e+02   1.56346730e+02
  5.08000000e+02   2.43372000e+03   1.56572168e+02   1.56572168e+02
  5.09000000e+02   2.57222948e+03   1.56785307e+02   1.56785307e+02
  5.10000000e+02   2.74082127e+03   1.56986696e+02   1.56986696e+02
  5.11000000e+02   2.45633268e+03   1.57176036e+02   1.57176036e+02
  5.12000000e+02   2.85308318e+03   1.57353104e+02   1.57353104e+02
  5.13000000e+02   2.66671034e+03   1.57517803e+02   1.57517803e+02
  5.14000000e+02   2.34922449e+03   1.57670362e+02   1.57670362e+02
  5.15000000e+02   2.60565369e+03   1.57810348e+02   1.57810348e+02
  5.16000000e+02   2.55432819e+03   1.57937914e+02   1.57937914e+02
  5.17000000e+02   2.57471552e+03   1.58052613e+02   1.58052613e+02
  5.18000000e+02   2.57627467e+03   1.58154640e+02   1.58154640e+02
  5.19000000e+02   2.58482327e+03   1.58243995e+02   1.58243995e+02
  5.20000000e+02   2.52098506e+03   1.58320252e+02   1.58320252e+02
  5.21000000e+02   2.41948143e+03   1.58383507e+02   1.58383507e+02
  5.22000000e+02   2.86879796e+03   1.58433884e+02   1.58433884e+02
  5.23000000e+02   2.75837588e+03   1.58470952e+02   1.58470952e+02
  5.24000000e+02   2.55275030e+03   1.58494914e+02   1.58494914e+02
  5.25000000e+02   2.53544087e+03   1.58505638e+02   1.58505638e+02
  5.26000000e+02   2.35020490e+03   1.58503323e+02   1.58503323e+02
  5.27000000e+02   2.47635068e+03   1.58488137e+02   1.58488137e+02
  5.28000000e+02   2.67314032e+03   1.58459642e+02   1.58459642e+02
  5.29000000e+02   2.80046811e+03   1.58418183e+02   1.58418183e+02
  5.30000000e+02   2.35612337e+03   1.58363931e+02   1.58363931e+02
  5.31000000e+02   2.71746272e+03   1.58296564e+02   1.58296564e+02
  5.32000000e+02   2.44758647e+03   1.58216289e+02   1.58216289e+02
  5.33000000e+02   2.46741196e+03   1.58123257e+02   1.58123257e+02
  5.34000000e+02   2.50890328e+03   1.58017361e+02   1.58017361e+02
  5.35000000e+02   2.69883039e+03   1.57898563e+02   1.57898563e+02
  5.36000000e+02   2.41715185e+03   1.57766948e+02   1.57766948e+02
  5.37000000e+02   2.34758039e+03   1.57622530e+02   1.57622530e+02
  5.38000000e+02   2.69321519e+03   1.57465518e+02   1.57465518e+02
  5.39000000e+02   2.56930096e+03   1.57295658e+02   1.57295658e+02
  5.40000000e+02   2.58644648e+03   1.57112994e+02   1.57112994e+02
  5.41000000e+02   2.42603373e+03   1.56918016e+02   1.56918016e+02
  5.42000000e+02   2.39801782e+03   1.56710480e+02   1.56710480e+02
  5.43000000e+02   2.38510961e+03   1.56490643e+02   1.56490643e+02
  5.44000000e+02   2.63367108e+03   1.56259036e+02   1.56259036e+02
  5.45000000e+02   2.58064656e+03   1.56015242e+02   1.56015242e+02
  5.46000000e+02   2.59871301e+03   1.55759809e+02   1.55759809e+02
  5.47000000e+02   2.54240932e+03   1.55492854e+02   1.55492854e+02
  5.48000000e+02   2.70185576e+03   1.55214212e+02   1.55214212e+02
  5.49000000e+02   2.42924990e+03   1.54924672e+02   1.54924672e+02
  5.50000000e+02   2.26465271e+03   1.54623781e+02   1.54623781e+02
  5.51000000e+02   2.47233249e+03   1.54311878e+02   1.54311878e+02
  5.52000000e+02   2.59378713e+03   1.53989221e+02   1.53989221e+02
  5.53000000e+02   2.47339130e+03   1.53655719e+02   1.53655719e+02
  5.54000000e+02   2.83862729e+03   1.53311923e+02   1.53311923e+02
  5.55000000e+02   2.59397662e+03   1.52957724e+02   1.52957724e+02
  5.56000000e+02   2.67609449e+03   1.52593193e+02   1.52593193e+02
  5.57000000e+02   2.50752151e+03   1.52218427e+02   1.52218427e+02
  5.58000000e+02   2.70060787e+03   1.51834098e+02   1.51834098e+02
  5.59000000e+02   2.46045417e+03   1.51439890e+02   1.51439890e+02
  5.60000000e+02   2.31709990e+03   1.51036249e+02   1.51036249e+02
  5.61000000e+02   2.69156459e+03   1.50623395e+02   1.50623395e+02
  5.62000000e+02   2.60694894e+03   1.50201299e+02   1.50201299e+02
  5.63000000e+02   2.57285211e+03   1.49770565e+02   1.49770565e+02
  5.64000000e+02   2.42238453e+03   1.49330848e+02   1.49330848e+02
  5.65000000e+02   2.43618189e+03   1.48882793e+02   1.48882793e+02
  5.66000000e+02   2.55698461e+03   1.48426391e+02   1.48426391e+02
  5.67000000e+02   2.85379922e+03   1.47961901e+02   1.47961901e+02
  5.68000000e+02   2.44545798e+03   1.47489297e+02   1.47489297e+02
  5.69000000e+02   2.56637471e+03   1.47009252e+02   1.47009252e+02
  5.70000000e+02   2.23047105e+03   1.46521555e+02   1.46521555e+02
  5.71000000e+02   2.36710594e+03   1.46026488e+02   1.46026488e+02
  5.72000000e+02   2.42943455e+03   1.45524364e+02   1.45524364e+02
  5.73000000e+02   2.34864976e+03   1.45015163e+02   1.45015163e+02
  5.74000000e+02   2.50879943e+03   1.44499203e+02   1.44499203e+02
  5.75000000e+02   2.38029924e+03   1.43976933e+02   1.43976933e+02
  5.76000000e+02   2.43378983e+03   1.43448175e+02   1.43448175e+02
  5.77000000e+02   2.68998534e+03   1.42913463e+02   1.42913463e+02
  5.78000000e+02   2.43770104e+03   1.42373182e+02   1.42373182e+02
  5.79000000e+02   2.37154257e+03   1.41827296e+02   1.41827296e+02
  5.80000000e+02   2.51474174e+03   1.41276349e+02   1.41276349e+02
  5.81000000e+02   2.60888690e+03   1.40720523e+02   1.40720523e+02
  5.82000000e+02   2.15823169e+03   1.40159966e+02   1.40159966e+02
  5.83000000e+02   2.36175221e+03   1.39595071e+02   1.39595071e+02
  5.84000000e+02   2.26944813e+03   1.39026276e+02   1.39026276e+02
  5.85000000e+02   2.29131880e+03   1.38453415e+02   1.38453415e+02
  5.86000000e+02   2.41334501e+03   1.37876920e+02   1.37876920e+02
  5.87000000e+02   2.60503864e+03   1.37297326e+02   1.37297326e+02
  5.88000000e+02   2.54045136e+03   1.36714539e+02   1.36714539e+02
  5.89000000e+02   2.44171623e+03   1.36128924e+02   1.36128924e+02
  5.90000000e+02   2.33566938e+03   1.35540870e+02   1.35540870e+02
  5.91000000e+02   2.19772748e+03   1.34950387e+02   1.34950387e+02
  5.92000000e+02   2.37076814e+03   1.34357952e+02   1.34357952e+02
  5.93000000e+02   2.28743194e+03   1.33763875e+02   1.33763875e+02
  5.94000000e+02   2.17424211e+03   1.33168127e+02   1.33168127e+02
  5.95000000e+02   2.21207197e+03   1.32571196e+02   1.32571196e+02
  5.96000000e+02   2.15791570e+03   1.31973473e+02   1.31973473e+02
  5.97000000e+02   2.19088629e+03   1.31374896e+02   1.31374896e+02
  5.98000000e+02   2.24154900e+03   1.30775856e+02   1.30775856e+02
  5.99000000e+02   2.20191874e+03   1.30176588e+02   1.30176588e+02
  6.00000000e+02   2.23011497e+03   1.29577399e+02   1.29577399e+02
  6.01000000e+02   2.44254050e+03   1.28978672e+02   1.28978672e+02
  6.02000000e+02   2.23098177e+03   1.28380319e+02   1.28380319e+02
  6.03000000e+02   1.96825386e+03   1.27782806e+02   1.27782806e+02
  6.04000000e+02   1.95413114e+03   1.27186401e+02   1.27186401e+02
  6.05000000e+02   2.14630475e+03   1.26591336e+02   1.26591336e+02
  6.06000000e+02   2.31806816e+03   1.25997841e+02   1.25997841e+02
  6.07000000e+02   2.28088042e+03   1.25406254e+02   1.25406254e+02
  6.08000000e+02   2.23556862e+03   1.24816700e+02   1.24816700e+02
  6.09000000e+02   1.92940518e+03   1.24229521e+02   1.24229521e+02
  6.10000000e+02   2.19677139e+03   1.23644913e+02   1.23644913e+02
  6.11000000e+02   2.08070595e+03   1.23063151e+02   1.23063151e+02
  6.12000000e+02   1.96016702e+03   1.22484382e+02   1.22484382e+02
  6.13000000e+02   2.22078340e+03   1.21908859e+02   1.21908859e+02
  6.14000000e+02   2.27119336e+03   1.21336921e+02   1.21336921e+02
  6.15000000e+02   2.42108665e+03   1.20768714e+02   1.20768714e+02
  6.16000000e+02   1.94184482e+03   1.20204493e+02   1.20204493e+02
  6.17000000e+02   2.12429066e+03   1.19644167e+02   1.19644167e+02
  6.18000000e+02   2.01258569e+03   1.19088541e+02   1.19088541e+02
  6.19000000e+02   1.88117947e+03   1.18537586e+02   1.18537586e+02
  6.20000000e+02   2.19618831e+03   1.17991539e+02   1.17991539e+02
  6.21000000e+02   2.17571588e+03   1.17450521e+02   1.17450521e+02
  6.22000000e+02   1.86686783e+03   1.16914849e+02   1.16914849e+02
  6.23000000e+02   1.86266768e+03   1.16384758e+02   1.16384758e+02
  6.24000000e+02   2.04784160e+03   1.15860506e+02   1.15860506e+02
  6.25000000e+02   2.05290242e+03   1.15342264e+02   1.15342264e+02
  6.26000000e+02   1.90702439e+03   1.14830234e+02   1.14830234e+02
  6.27000000e+02   1.99686119e+03   1.14324509e+02   1.14324509e+02
  6.28000000e+02   2.02869287e+03   1.13825406e+02   1.13825406e+02
  6.29000000e+02   1.84410636e+03   1.13332993e+02   1.13332993e+02
  6.30000000e+02   1.97222570e+03   1.12847460e+02   1.12847460e+02
  6.31000000e+02   2.03029936e+03   1.12368985e+02   1.12368985e+02
  6.32000000e+02   1.85409755e+03   1.11897682e+02   1.11897682e+02
  6.33000000e+02   1.78465299e+03   1.11433767e+02   1.11433767e+02
  6.34000000e+02   2.10945665e+03   1.10977355e+02   1.10977355e+02
  6.35000000e+02   2.02005460e+03   1.10528569e+02   1.10528569e+02
  6.36000000e+02   1.72277081e+03   1.10087744e+02   1.10087744e+02
  6.37000000e+02   1.96428067e+03   1.09654899e+02   1.09654899e+02
  6.38000000e+02   2.02886493e+03   1.09230343e+02   1.09230343e+02
  6.39000000e+02   1.93340252e+03   1.08814144e+02   1.08814144e+02
  6.40000000e+02   1.92282945e+03   1.08406427e+02   1.08406427e+02
  6.41000000e+02   2.06679707e+03   1.08007399e+02   1.08007399e+02
  6.42000000e+02   1.90764775e+03   1.07617232e+02   1.07617232e+02
  6.43000000e+02   2.01741507e+03   1.07236031e+02   1.07236031e+02
  6.44000000e+02   1.64691552e+03   1.06863851e+02   1.06863851e+02
  6.45000000e+02   1.66076899e+03   1.06500809e+02   1.06500809e+02
  6.46000000e+02   1.81322136e+03   1.06146943e+02   1.06146943e+02
  6.47000000e+02   1.81553380e+03   1.05802370e+02   1.05802370e+02
  6.48000000e+02   1.90643300e+03   1.05467210e+02   1.05467210e+02
  6.49000000e+02   1.98070532e+03   1.05141526e+02   1.05141526e+02
  6.50000000e+02   1.99584837e+03   1.04825235e+02   1.04825235e+02
  6.51000000e+02   1.77115050e+03   1.04518685e+02   1.04518685e+02
  6.52000000e+02   1.87616826e+03   1.04221959e+02   1.04221959e+02
  6.53000000e+02   1.78364457e+03   1.03935011e+02   1.03935011e+02
  6.54000000e+02   1.74177332e+03   1.03657969e+02   1.03657969e+02
  6.55000000e+02   1.93093890e+03   1.03390901e+02   1.03390901e+02
  6.56000000e+02   1.79660944e+03   1.03133979e+02   1.03133979e+02
  6.57000000e+02   1.76328484e+03   1.02887177e+02   1.02887177e+02
  6.58000000e+02   1.76120262e+03   1.02650604e+02   1.02650604e+02
  6.59000000e+02   1.93079245e+03   1.02424344e+02   1.02424344e+02
  6.60000000e+02   1.77490572e+03   1.02208483e+02   1.02208483e+02
  6.61000000e+02   1.76624984e+03   1.02002912e+02   1.02002912e+02
  6.62000000e+02   1.90118763e+03   1.01807552e+02   1.01807552e+02
  6.63000000e+02   2.09470467e+03   1.01622653e+02   1.01622653e+02
  6.64000000e+02   1.90531888e+03   1.01448165e+02   1.01448165e+02
  6.65000000e+02   1.74511547e+03   1.01284038e+02   1.01284038e+02
  6.66000000e+02   1.76099191e+03   1.01130284e+02   1.01130284e+02
  6.67000000e+02   1.81690155e+03   1.00986874e+02   1.00986874e+02
  6.68000000e+02   1.79576698e+03   1.00853868e+02   1.00853868e+02
  6.69000000e+02   1.72913239e+03   1.00731238e+02   1.00731238e+02
  6.70000000e+02   1.75330384e+03   1.00619056e+02   1.00619056e+02
  6.71000000e+02   1.81757060e+03   1.00517218e+02   1.00517218e+02
  6.72000000e+02   1.79777122e+03   1.00425792e+02   1.00425792e+02
  6.73000000e+02   1.88947945e+03   1.00344792e+02   1.00344792e+02
  6.74000000e+02   1.87388610e+03   1.00274034e+02   1.00274034e+02
  6.75000000e+02   1.88392544e+03   1.00213907e+02   1.00213907e+02
  6.76000000e+02   1.74630440e+03   1.00164107e+02   1.00164107e+02
  6.77000000e+02   1.82600277e+03   1.00124683e+02   1.00124683e+02
  6.78000000e+02   1.90497653e+03   1.00095452e+02   1.00095452e+02
  6.79000000e+02   1.74339732e+03   1.00076390e+02   1.00076390e+02
  6.80000000e+02   1.69719065e+03   1.00067382e+02   1.00067382e+02
  6.81000000e+02   1.64599892e+03   1.00068321e+02   1.00068321e+02
  6.82000000e+02   1.85186947e+03   1.00079076e+02   1.00079076e+02
  6.83000000e+02   1.67752463e+03   1.00099646e+02   1.00099646e+02
  6.84000000e+02   1.77517319e+03   1.00129734e+02   1.00129734e+02
  6.85000000e+02   1.92925002e+03   1.00169528e+02   1.00169528e+02
  6.86000000e+02   1.64514282e+03   1.00218814e+02   1.00218814e+02
  6.87000000e+02   1.85511076e+03   1.00277486e+02   1.00277486e+02
  6.88000000e+02   1.91143259e+03   1.00345485e+02   1.00345485e+02
  6.89000000e+02   1.85248632e+03   1.00422646e+02   1.00422646e+02
  6.90000000e+02   1.93213803e+03   1.00508951e+02   1.00508951e+02
  6.91000000e+02   1.68660373e+03   1.00604274e+02   1.00604274e+02
  6.92000000e+02   1.69518901e+03   1.00708527e+02   1.00708527e+02
  6.93000000e+02   1.91838426e+03   1.00821621e+02   1.00821621e+02
  6.94000000e+02   1.90033218e+03   1.00943257e+02   1.00943257e+02
  6.95000000e+02   1.78044303e+03   1.01073584e+02   1.01073584e+02
  6.96000000e+02   2.01032021e+03   1.01212335e+02   1.01212335e+02
  6.97000000e+02   1.97865110e+03   1.01359384e+02   1.01359384e+02
  6.98000000e+02   1.88455715e+03   1.01514541e+02   1.01514541e+02
  6.99000000e+02   1.73000993e+03   1.01677712e+02   1.01677712e+02
  7.00000000e+02   1.83587426e+03   1.01848732e+02   1.01848732e+02
  7.01000000e+02   1.86700295e+03   1.02027497e+02   1.02027497e+02
  7.02000000e+02   1.98470412e+03   1.02213817e+02   1.02213817e+02
  7.03000000e+02   1.97650572e+03   1.02407469e+02   1.02407469e+02
  7.04000000e+02   1.97681227e+03   1.02608567e+02   1.02608567e+02
  7.05000000e+02   1.80155002e+03   1.02816819e+02   1.02816819e+02
  7.06000000e+02   1.81021660e+03   1.03032117e+02   1.03032117e+02
  7.07000000e+02   1.81368060e+03   1.03254324e+02   1.03254324e+02
  7.08000000e+02   1.94281540e+03   1.03483294e+02   1.03483294e+02
  7.09000000e+02   1.86914561e+03   1.03718896e+02   1.03718896e+02
  7.10000000e+02   1.87006777e+03   1.03960971e+02   1.03960971e+02
  7.11000000e+02   1.98036307e+03   1.04209216e+02   1.04209216e+02
  7.12000000e+02   1.90129306e+03   1.04463657e+02   1.04463657e+02
  7.13000000e+02   1.92050180e+03   1.04723965e+02   1.04723965e+02
  7.14000000e+02   1.87640958e+03   1.04989934e+02   1.04989934e+02
  7.15000000e+02   1.68152156e+03   1.05261337e+02   1.05261337e+02
  7.16000000e+02   2.00109452e+03   1.05537981e+02   1.05537981e+02
  7.17000000e+02   2.00171579e+03   1.05819668e+02   1.05819668e+02
  7.18000000e+02   1.80658227e+03   1.06106176e+02   1.06106176e+02
  7.19000000e+02   2.03580067e+03   1.06397179e+02   1.06397179e+02
  7.20000000e+02   1.95832914e+03   1.06692728e+02   1.06692728e+02
  7.21000000e+02   1.81033962e+03   1.06992497e+02   1.06992497e+02
  7.22000000e+02   1.94197584e+03   1.07296266e+02   1.07296266e+02
  7.23000000e+02   2.20526033e+03   1.07603852e+02   1.07603852e+02
  7.24000000e+02   2.07259272e+03   1.07915037e+02   1.07915037e+02
  7.25000000e+02   2.06658343e+03   1.08229628e+02   1.08229628e+02
  7.26000000e+02   1.97508134e+03   1.08547425e+02   1.08547425e+02
  7.27000000e+02   1.97791685e+03   1.08868088e+02   1.08868088e+02
  7.28000000e+02   1.99207342e+03   1.09191706e+02   1.09191706e+02
  7.29000000e+02   1.92871313e+03   1.09517907e+02   1.09517907e+02
  7.30000000e+02   1.73532064e+03   1.09846548e+02   1.09846548e+02
  7.31000000e+02   2.03845105e+03   1.10177399e+02   1.10177399e+02
  7.32000000e+02   2.11284182e+03   1.10510285e+02   1.10510285e+02
  7.33000000e+02   2.03527829e+03   1.10845008e+02   1.10845008e+02
  7.34000000e+02   2.22085712e+03   1.11181369e+02   1.11181369e+02
  7.35000000e+02   1.94614531e+03   1.11519069e+02   1.11519069e+02
  7.36000000e+02   2.17963967e+03   1.11858148e+02   1.11858148e+02
  7.37000000e+02   2.15757531e+03   1.12198307e+02   1.12198307e+02
  7.38000000e+02   2.04501123e+03   1.12539342e+02   1.12539342e+02
  7.39000000e+02   1.98319589e+03   1.12881077e+02   1.12881077e+02
  7.40000000e+02   1.96735965e+03   1.13223309e+02   1.13223309e+02
  7.41000000e+02   2.24243535e+03   1.13565868e+02   1.13565868e+02
  7.42000000e+02   2.36023190e+03   1.13908439e+02   1.13908439e+02
  7.43000000e+02   2.13030703e+03   1.14251094e+02   1.14251094e+02
  7.44000000e+02   2.16402228e+03   1.14593544e+02   1.14593544e+02
  7.45000000e+02   2.24989676e+03   1.14935553e+02   1.14935553e+02
  7.46000000e+02   2.22376666e+03   1.15276924e+02   1.15276924e+02
  7.47000000e+02   2.36053936e+03   1.15617436e+02   1.15617436e+02
  7.48000000e+02   2.41019547e+03   1.15956873e+02   1.15956873e+02
  7.49000000e+02   2.39582539e+03   1.16294922e+02   1.16294922e+02
  7.50000000e+02   2.22374780e+03   1.16631611e+02   1.16631611e+02
  7.51000000e+02   2.30999437e+03   1.16966624e+02   1.16966624e+02
  7.52000000e+02   2.02903146e+03   1.17299744e+02   1.17299744e+02
  7.53000000e+02   2.26748892e+03   1.17630780e+02   1.17630780e+02
  7.54000000e+02   2.25632752e+03   1.17959516e+02   1.17959516e+02
  7.55000000e+02   2.17740383e+03   1.18285755e+02   1.18285755e+02
